gene	Mutation Type	dead	alive	percentage
FFAR2	Missense_Mutation	1.0	4.0	20.0
ZNF551	Missense_Mutation	2.0	3.0	40.0
GCN1L1	Silent	4.0	1.0	80.0
PHLPP2	Missense_Mutation	2.0	6.0	25.0
NAB2	Missense_Mutation	2.0	3.0	40.0
PI4KA	Missense_Mutation	1.0	6.0	14.285714285714285
MEP1A	Missense_Mutation	2.0	3.0	40.0
SPEF2	Missense_Mutation	2.0	8.0	20.0
COL6A1	Missense_Mutation	5.0	1.0	83.33333333333334
RASGRF1	Missense_Mutation	4.0	2.0	66.66666666666666
USP9X	Missense_Mutation	3.0	12.0	20.0
RP11-435B5.5	RNA	2.0	3.0	40.0
DSG4	Silent	2.0	4.0	33.33333333333333
RBL1	Missense_Mutation	3.0	3.0	50.0
PBRM1	Missense_Mutation	2.0	4.0	33.33333333333333
ACAN	Missense_Mutation	9.0	8.0	52.94117647058824
COL1A2	Missense_Mutation	10.0	11.0	47.61904761904761
SNX9	Missense_Mutation	3.0	3.0	50.0
TP53	Nonsense_Mutation	8.0	15.0	34.78260869565217
PARG	Missense_Mutation	3.0	9.0	25.0
KIAA1244	Silent	4.0	2.0	66.66666666666666
SIPA1L2	Silent	2.0	3.0	40.0
SHROOM2	Missense_Mutation	0.0	5.0	0.0
PORCN	Missense_Mutation	2.0	6.0	25.0
TRGC1	RNA	2.0	3.0	40.0
SLC5A8	Missense_Mutation	3.0	3.0	50.0
SCN9A	Missense_Mutation	12.0	1.0	92.3076923076923
ARID4A	Missense_Mutation	2.0	4.0	33.33333333333333
ADAMTS2	Missense_Mutation	5.0	4.0	55.55555555555556
ADRBK2	Missense_Mutation	3.0	3.0	50.0
ROR2	Missense_Mutation	4.0	4.0	50.0
LILRB5	Missense_Mutation	2.0	3.0	40.0
DNAJC14	Missense_Mutation	2.0	3.0	40.0
HNF4A	Missense_Mutation	3.0	3.0	50.0
CCDC33	Missense_Mutation	2.0	4.0	33.33333333333333
NPBWR2	Missense_Mutation	3.0	2.0	60.0
SCAND3	Missense_Mutation	4.0	4.0	50.0
DHX9	Missense_Mutation	2.0	3.0	40.0
TRIM10	Missense_Mutation	3.0	2.0	60.0
TRPM6	Silent	1.0	4.0	20.0
ZDBF2	Missense_Mutation	6.0	6.0	50.0
HECTD1	Missense_Mutation	1.0	5.0	16.666666666666664
TNRC18	Frame_Shift_Del	2.0	3.0	40.0
GDPD2	Missense_Mutation	2.0	4.0	33.33333333333333
BRWD1	Missense_Mutation	1.0	10.0	9.090909090909092
MUM1L1	Missense_Mutation	2.0	4.0	33.33333333333333
FLNB	Silent	3.0	5.0	37.5
DGKK	RNA	1.0	8.0	11.11111111111111
OR10G8	Missense_Mutation	3.0	2.0	60.0
OR4D5	Missense_Mutation	5.0	0.0	100.0
NPAP1	Missense_Mutation	8.0	6.0	57.14285714285714
SUZ12P	RNA	1.0	6.0	14.285714285714285
CLSTN3	Missense_Mutation	3.0	2.0	60.0
PLG	Silent	2.0	4.0	33.33333333333333
RASGRF2	Missense_Mutation	1.0	5.0	16.666666666666664
PXDN	Missense_Mutation	3.0	3.0	50.0
ZNF662	Missense_Mutation	1.0	5.0	16.666666666666664
C2orf16	Silent	2.0	3.0	40.0
RBMXL1	Missense_Mutation	2.0	7.0	22.22222222222222
KIDINS220	Missense_Mutation	1.0	4.0	20.0
ATAD5	Missense_Mutation	0.0	6.0	0.0
UHRF1BP1L	Missense_Mutation	4.0	2.0	66.66666666666666
WDR81	Missense_Mutation	1.0	6.0	14.285714285714285
DVL2	Missense_Mutation	5.0	0.0	100.0
ODZ3	Missense_Mutation	5.0	1.0	83.33333333333334
DNAH11	Missense_Mutation	15.0	10.0	60.0
SLC43A3	Missense_Mutation	1.0	4.0	20.0
PKD1L1	Silent	2.0	3.0	40.0
DENND4C	Missense_Mutation	4.0	2.0	66.66666666666666
KIF19	Missense_Mutation	2.0	5.0	28.57142857142857
SLFN12L	Missense_Mutation	1.0	4.0	20.0
PTPRZ1	Missense_Mutation	5.0	5.0	50.0
RPL5	Missense_Mutation	2.0	3.0	40.0
PCDH19	Silent	3.0	2.0	60.0
ALLC	Missense_Mutation	3.0	2.0	60.0
OR6N2	Missense_Mutation	2.0	4.0	33.33333333333333
P2RY8	Missense_Mutation	2.0	4.0	33.33333333333333
AGAP6	Missense_Mutation	4.0	2.0	66.66666666666666
OR5AR1	Missense_Mutation	5.0	1.0	83.33333333333334
NOBOX	Silent	3.0	2.0	60.0
KDM4D	Missense_Mutation	2.0	3.0	40.0
CACNA1C	Missense_Mutation	4.0	2.0	66.66666666666666
SALL3	Missense_Mutation	3.0	2.0	60.0
MED12L	Missense_Mutation	2.0	6.0	25.0
AGAP11	RNA	1.0	7.0	12.5
CILP2	Silent	5.0	1.0	83.33333333333334
STK31	Missense_Mutation	3.0	6.0	33.33333333333333
NPIPA5	Missense_Mutation	5.0	5.0	50.0
NELL1	Missense_Mutation	3.0	5.0	37.5
MYH7B	Missense_Mutation	5.0	6.0	45.45454545454545
KLHL13	Missense_Mutation	4.0	3.0	57.14285714285714
IFT172	Missense_Mutation	2.0	3.0	40.0
PRDM2	Missense_Mutation	1.0	5.0	16.666666666666664
MROH2B	Missense_Mutation	2.0	6.0	25.0
SPEN	Silent	1.0	4.0	20.0
EPB41L2	Missense_Mutation	4.0	2.0	66.66666666666666
ARAP3	Missense_Mutation	4.0	8.0	33.33333333333333
SETD3	Missense_Mutation	2.0	3.0	40.0
KDM6A	Missense_Mutation	2.0	3.0	40.0
BCL6	Missense_Mutation	3.0	3.0	50.0
RANBP6	Missense_Mutation	3.0	4.0	42.857142857142854
OR2T12	Missense_Mutation	2.0	3.0	40.0
KCNT1	Silent	3.0	2.0	60.0
PTPRJ	Missense_Mutation	3.0	3.0	50.0
WDFY3	Missense_Mutation	7.0	6.0	53.84615384615385
MC5R	Missense_Mutation	2.0	3.0	40.0
TAS1R2	Silent	3.0	2.0	60.0
DDX11L2	Nonstop_Mutation	5.0	1.0	83.33333333333334
PGLYRP4	Missense_Mutation	1.0	4.0	20.0
LRP2	Silent	4.0	8.0	33.33333333333333
ANKRD11	Silent	3.0	3.0	50.0
PIWIL2	Missense_Mutation	2.0	3.0	40.0
LYPD4	Missense_Mutation	3.0	2.0	60.0
UBR4	Missense_Mutation	6.0	8.0	42.857142857142854
COL6A2	Silent	4.0	1.0	80.0
MUC2	Silent	2.0	5.0	28.57142857142857
PRAMEF2	Missense_Mutation	4.0	2.0	66.66666666666666
GRM8	Silent	4.0	4.0	50.0
KCNT2	Missense_Mutation	3.0	4.0	42.857142857142854
CXXC11	Missense_Mutation	2.0	3.0	40.0
ZNF492	Missense_Mutation	4.0	1.0	80.0
SPTBN5	Missense_Mutation	7.0	8.0	46.666666666666664
WBSCR17	Missense_Mutation	6.0	5.0	54.54545454545454
CLIP1	Missense_Mutation	5.0	4.0	55.55555555555556
UGT2A3	Missense_Mutation	5.0	6.0	45.45454545454545
TYR	Missense_Mutation	1.0	4.0	20.0
PCDHAC2	Missense_Mutation	33.0	14.0	70.2127659574468
TRGC2	RNA	1.0	4.0	20.0
ANKRD11	Missense_Mutation	4.0	8.0	33.33333333333333
DOCK2	Missense_Mutation	5.0	3.0	62.5
PRPF8	Missense_Mutation	2.0	10.0	16.666666666666664
HHIPL2	Missense_Mutation	2.0	4.0	33.33333333333333
EIF4G3	Missense_Mutation	2.0	5.0	28.57142857142857
COL15A1	Silent	4.0	2.0	66.66666666666666
ANK1	Missense_Mutation	4.0	7.0	36.36363636363637
CR2	Missense_Mutation	5.0	2.0	71.42857142857143
INTS4L2	RNA	3.0	4.0	42.857142857142854
SEL1L3	Missense_Mutation	1.0	5.0	16.666666666666664
RIMS1	Missense_Mutation	1.0	4.0	20.0
RB1	Missense_Mutation	5.0	2.0	71.42857142857143
PFKL	Missense_Mutation	1.0	4.0	20.0
DCHS1	Missense_Mutation	3.0	9.0	25.0
FLNC	Missense_Mutation	6.0	8.0	42.857142857142854
COL18A1	Silent	3.0	3.0	50.0
CCDC158	Missense_Mutation	4.0	1.0	80.0
ELMO1	Missense_Mutation	6.0	1.0	85.71428571428571
CKMT1A	Missense_Mutation	3.0	2.0	60.0
TRPV6	Missense_Mutation	6.0	6.0	50.0
PRDM9	Silent	7.0	1.0	87.5
TCHH	Missense_Mutation	15.0	9.0	62.5
HCG17	RNA	0.0	7.0	0.0
CDH4	Silent	0.0	5.0	0.0
SLC6A3	Missense_Mutation	6.0	6.0	50.0
DNMT1	Silent	1.0	5.0	16.666666666666664
LILRB4	Missense_Mutation	2.0	4.0	33.33333333333333
GOLGA8DP	Missense_Mutation	2.0	3.0	40.0
FAM193A	Missense_Mutation	2.0	3.0	40.0
FBN3	Missense_Mutation	10.0	15.0	40.0
ADAMTSL3	Missense_Mutation	1.0	6.0	14.285714285714285
ZC3H13	Missense_Mutation	3.0	3.0	50.0
ADCY4	Silent	1.0	6.0	14.285714285714285
MYO15A	Missense_Mutation	5.0	10.0	33.33333333333333
TACC2	Missense_Mutation	4.0	8.0	33.33333333333333
VPS13D	Missense_Mutation	5.0	3.0	62.5
RAD51AP2	Missense_Mutation	4.0	3.0	57.14285714285714
MUC16	Missense_Mutation	45.0	63.0	41.66666666666667
NCOR1	Missense_Mutation	4.0	7.0	36.36363636363637
SPATA31C1	RNA	0.0	5.0	0.0
SLC12A2	Missense_Mutation	3.0	5.0	37.5
SLC17A7	Missense_Mutation	5.0	0.0	100.0
CADM1	Silent	2.0	5.0	28.57142857142857
FGD5	Missense_Mutation	6.0	7.0	46.15384615384615
SRGAP1	Missense_Mutation	4.0	1.0	80.0
CFB	Missense_Mutation	4.0	2.0	66.66666666666666
IPO5	Missense_Mutation	3.0	4.0	42.857142857142854
EPHA7	Missense_Mutation	3.0	5.0	37.5
SOGA2	Missense_Mutation	2.0	5.0	28.57142857142857
GANAB	Missense_Mutation	2.0	3.0	40.0
RGS22	Missense_Mutation	2.0	4.0	33.33333333333333
EVPL	Missense_Mutation	5.0	4.0	55.55555555555556
DKC1	Missense_Mutation	1.0	5.0	16.666666666666664
OR5L1	Missense_Mutation	3.0	4.0	42.857142857142854
DPP10	Missense_Mutation	5.0	2.0	71.42857142857143
TRIM3	Missense_Mutation	2.0	3.0	40.0
ZNF285	Missense_Mutation	1.0	5.0	16.666666666666664
C4BPA	Missense_Mutation	2.0	4.0	33.33333333333333
MTMR3	Missense_Mutation	2.0	3.0	40.0
RP11-204M4.2	RNA	4.0	2.0	66.66666666666666
FUCA1	Missense_Mutation	4.0	2.0	66.66666666666666
TAF1	Missense_Mutation	3.0	8.0	27.27272727272727
GABRG2	Missense_Mutation	3.0	3.0	50.0
AFF2	Silent	4.0	1.0	80.0
OR2T3	Silent	2.0	3.0	40.0
MLLT6	Missense_Mutation	2.0	4.0	33.33333333333333
JAG1	Silent	1.0	4.0	20.0
DMBT1	Missense_Mutation	4.0	9.0	30.76923076923077
NOTCH1	Splice_Site	4.0	1.0	80.0
RP11-707M1.1	RNA	1.0	4.0	20.0
SETBP1	Missense_Mutation	4.0	1.0	80.0
RP11-85G18.6	RNA	1.0	5.0	16.666666666666664
CCDC60	Missense_Mutation	5.0	2.0	71.42857142857143
KIAA1210	Missense_Mutation	5.0	6.0	45.45454545454545
RP4-777D9.2	RNA	5.0	7.0	41.66666666666667
DST	Missense_Mutation	5.0	19.0	20.833333333333336
DSG2	Missense_Mutation	3.0	6.0	33.33333333333333
ADCY10	Missense_Mutation	3.0	5.0	37.5
PPP1R3A	Silent	3.0	4.0	42.857142857142854
APBA1	Missense_Mutation	4.0	2.0	66.66666666666666
PDZD4	Silent	1.0	4.0	20.0
ZNF106	Missense_Mutation	2.0	3.0	40.0
KRTAP4-9	Missense_Mutation	5.0	11.0	31.25
C2orf16	Missense_Mutation	2.0	8.0	20.0
MYO6	Missense_Mutation	5.0	2.0	71.42857142857143
SIM1	Missense_Mutation	5.0	4.0	55.55555555555556
KIF25	Missense_Mutation	3.0	2.0	60.0
ARID2	Missense_Mutation	2.0	13.0	13.333333333333334
MED13L	Missense_Mutation	3.0	9.0	25.0
HELZ	Missense_Mutation	3.0	5.0	37.5
MST1	Missense_Mutation	2.0	9.0	18.181818181818183
CD163L1	Silent	3.0	5.0	37.5
OR5M1	Missense_Mutation	3.0	2.0	60.0
GLI1	Missense_Mutation	3.0	4.0	42.857142857142854
PIK3R1	Missense_Mutation	13.0	8.0	61.904761904761905
SLC2A3	Missense_Mutation	2.0	3.0	40.0
COL1A2	Silent	1.0	4.0	20.0
GMIP	Missense_Mutation	1.0	4.0	20.0
WSCD2	Missense_Mutation	2.0	4.0	33.33333333333333
NMUR2	Missense_Mutation	5.0	1.0	83.33333333333334
RP11-1166P10.6	RNA	5.0	14.0	26.31578947368421
TAS2R41	Missense_Mutation	2.0	4.0	33.33333333333333
ZNF462	Missense_Mutation	3.0	7.0	30.0
CCDC108	Missense_Mutation	3.0	5.0	37.5
HECW1	Silent	5.0	2.0	71.42857142857143
SNED1	Missense_Mutation	3.0	2.0	60.0
CIB1	Missense_Mutation	1.0	4.0	20.0
LTBP2	Silent	6.0	0.0	100.0
HK3	Missense_Mutation	2.0	3.0	40.0
NEURL4	Missense_Mutation	2.0	7.0	22.22222222222222
ANK2	Silent	1.0	5.0	16.666666666666664
CNTN6	Missense_Mutation	4.0	4.0	50.0
DENND4B	Silent	1.0	8.0	11.11111111111111
HSPG2	Missense_Mutation	8.0	15.0	34.78260869565217
ZNF786	Missense_Mutation	3.0	3.0	50.0
MST1L	RNA	4.0	9.0	30.76923076923077
IGHG1	RNA	1.0	5.0	16.666666666666664
MDC1	Missense_Mutation	6.0	7.0	46.15384615384615
WNK2	Missense_Mutation	3.0	4.0	42.857142857142854
GRM5	Missense_Mutation	3.0	2.0	60.0
FER1L6	Missense_Mutation	4.0	7.0	36.36363636363637
ACSM1	Missense_Mutation	3.0	2.0	60.0
ZNF845	Silent	2.0	6.0	25.0
RNF213	Missense_Mutation	3.0	9.0	25.0
PAX4	Missense_Mutation	2.0	3.0	40.0
CD33	Missense_Mutation	3.0	3.0	50.0
MSH6	Missense_Mutation	3.0	3.0	50.0
FAT1	Missense_Mutation	2.0	11.0	15.384615384615385
APOBEC1	Missense_Mutation	4.0	2.0	66.66666666666666
IKZF1	Missense_Mutation	2.0	3.0	40.0
CUL9	Missense_Mutation	4.0	4.0	50.0
USP34	Missense_Mutation	3.0	4.0	42.857142857142854
RAPGEF6	Missense_Mutation	4.0	5.0	44.44444444444444
GAA	Missense_Mutation	2.0	5.0	28.57142857142857
RCBTB2	Missense_Mutation	2.0	3.0	40.0
CSPP1	Missense_Mutation	4.0	2.0	66.66666666666666
PTPDC1	Missense_Mutation	0.0	6.0	0.0
NBPF10	Silent	19.0	24.0	44.18604651162791
DLC1	Missense_Mutation	6.0	6.0	50.0
NCOA6	Silent	7.0	24.0	22.58064516129032
PCLO	Missense_Mutation	24.0	20.0	54.54545454545454
PRAMEF11	Missense_Mutation	4.0	8.0	33.33333333333333
ZP4	Missense_Mutation	1.0	5.0	16.666666666666664
PCDHAC1	Missense_Mutation	0.0	5.0	0.0
AKAP6	Missense_Mutation	3.0	8.0	27.27272727272727
EP400	In_Frame_Ins	3.0	3.0	50.0
CCT6P1	RNA	3.0	13.0	18.75
CORIN	Missense_Mutation	3.0	3.0	50.0
RASGRF1	Silent	2.0	5.0	28.57142857142857
ZNF845	Missense_Mutation	4.0	13.0	23.52941176470588
ZBBX	Missense_Mutation	2.0	3.0	40.0
PCDHGA3	Missense_Mutation	1.0	5.0	16.666666666666664
SLITRK2	Missense_Mutation	1.0	4.0	20.0
TP53	Missense_Mutation	119.0	214.0	35.73573573573574
PDZRN3	Missense_Mutation	2.0	3.0	40.0
DNM1P46	RNA	1.0	7.0	12.5
A2M	Missense_Mutation	3.0	5.0	37.5
UNC5D	Silent	2.0	3.0	40.0
IMPG1	Missense_Mutation	2.0	5.0	28.57142857142857
ABL2	Missense_Mutation	4.0	1.0	80.0
OR5D14	Missense_Mutation	2.0	3.0	40.0
BLK	Missense_Mutation	1.0	4.0	20.0
TEX14	Missense_Mutation	1.0	5.0	16.666666666666664
ABCC11	Missense_Mutation	4.0	5.0	44.44444444444444
TLR1	Missense_Mutation	2.0	3.0	40.0
LRP4	Silent	4.0	1.0	80.0
SELP	Missense_Mutation	3.0	2.0	60.0
SLC45A3	Missense_Mutation	3.0	2.0	60.0
RYR2	Missense_Mutation	29.0	25.0	53.70370370370371
ANKS6	Missense_Mutation	1.0	5.0	16.666666666666664
CRTAC1	Missense_Mutation	4.0	3.0	57.14285714285714
GRIK4	Missense_Mutation	0.0	5.0	0.0
CD163L1	Missense_Mutation	5.0	12.0	29.411764705882355
COL4A5	Silent	2.0	3.0	40.0
SAMD9	Missense_Mutation	2.0	7.0	22.22222222222222
SEMA3C	Missense_Mutation	7.0	4.0	63.63636363636363
UNC13B	Missense_Mutation	2.0	5.0	28.57142857142857
ATXN1	Missense_Mutation	2.0	3.0	40.0
SLC6A4	Missense_Mutation	2.0	4.0	33.33333333333333
NLRP7	Missense_Mutation	5.0	4.0	55.55555555555556
PCDH11X	Silent	4.0	3.0	57.14285714285714
PTPRF	Missense_Mutation	4.0	4.0	50.0
C7	Missense_Mutation	0.0	5.0	0.0
PSPH	Missense_Mutation	3.0	4.0	42.857142857142854
ADAMTS20	Missense_Mutation	2.0	5.0	28.57142857142857
BCAM	Missense_Mutation	3.0	3.0	50.0
RP11-114H24.7	RNA	6.0	19.0	24.0
OR5K4	Missense_Mutation	4.0	2.0	66.66666666666666
LRRK1	Missense_Mutation	5.0	7.0	41.66666666666667
SLC6A14	Missense_Mutation	2.0	3.0	40.0
ABCA4	Silent	2.0	3.0	40.0
ASAP1	Missense_Mutation	4.0	4.0	50.0
SHANK1	Missense_Mutation	3.0	5.0	37.5
PALM2-AKAP2	Silent	1.0	4.0	20.0
CACNA1B	Silent	2.0	3.0	40.0
FLG	Silent	14.0	9.0	60.86956521739131
LAMA2	Silent	2.0	4.0	33.33333333333333
VEZT	Missense_Mutation	4.0	2.0	66.66666666666666
ADCY2	Missense_Mutation	5.0	3.0	62.5
GPBAR1	Missense_Mutation	3.0	2.0	60.0
MAGEA11	Missense_Mutation	2.0	3.0	40.0
ANKLE2	Missense_Mutation	1.0	4.0	20.0
ADAMTS19	Missense_Mutation	3.0	4.0	42.857142857142854
ATP12A	Missense_Mutation	0.0	5.0	0.0
ZNF479	Missense_Mutation	4.0	4.0	50.0
ZCWPW1	Missense_Mutation	3.0	2.0	60.0
Unknown	Missense_Mutation	10.0	1.0	90.9090909090909
CACNG3	Missense_Mutation	2.0	5.0	28.57142857142857
FLT1	Missense_Mutation	6.0	3.0	66.66666666666666
MLXIPL	Missense_Mutation	1.0	4.0	20.0
SPINT1	Missense_Mutation	4.0	2.0	66.66666666666666
ITGB2	Silent	3.0	2.0	60.0
DOCK7	Missense_Mutation	0.0	7.0	0.0
IL1RL1	Silent	0.0	5.0	0.0
RIMS2	Missense_Mutation	10.0	4.0	71.42857142857143
GPR112	Silent	4.0	3.0	57.14285714285714
MS4A14	Silent	5.0	2.0	71.42857142857143
PLXNB3	Silent	4.0	3.0	57.14285714285714
MC4R	Missense_Mutation	2.0	3.0	40.0
RGNEF	Missense_Mutation	4.0	2.0	66.66666666666666
TANC2	Missense_Mutation	3.0	6.0	33.33333333333333
ZNF157	Missense_Mutation	1.0	5.0	16.666666666666664
MYOF	Missense_Mutation	4.0	4.0	50.0
CDH5	Missense_Mutation	4.0	1.0	80.0
SH3RF2	Missense_Mutation	6.0	1.0	85.71428571428571
TBC1D4	Missense_Mutation	2.0	6.0	25.0
MATN2	Missense_Mutation	0.0	5.0	0.0
DNAH17	Missense_Mutation	5.0	11.0	31.25
GRM6	Missense_Mutation	3.0	3.0	50.0
TRBV6-5	RNA	1.0	4.0	20.0
NPTX2	Missense_Mutation	4.0	1.0	80.0
RNF130	Missense_Mutation	3.0	3.0	50.0
PGM5	Missense_Mutation	5.0	0.0	100.0
KDM6B	Missense_Mutation	2.0	5.0	28.57142857142857
SEC16A	Missense_Mutation	3.0	2.0	60.0
PCDH19	Missense_Mutation	3.0	9.0	25.0
ZNF292	Missense_Mutation	5.0	5.0	50.0
PPP1R3A	Missense_Mutation	8.0	4.0	66.66666666666666
ARHGAP20	Missense_Mutation	1.0	6.0	14.285714285714285
NEU2	Missense_Mutation	3.0	3.0	50.0
GOLGA6L10	Missense_Mutation	4.0	1.0	80.0
GCN1L1	Missense_Mutation	2.0	4.0	33.33333333333333
KRTAP4-8	Missense_Mutation	7.0	7.0	50.0
RAD54B	Missense_Mutation	2.0	3.0	40.0
KIAA1324L	Missense_Mutation	5.0	0.0	100.0
MAGI1	Missense_Mutation	2.0	4.0	33.33333333333333
HECW2	Missense_Mutation	2.0	4.0	33.33333333333333
NOBOX	Missense_Mutation	3.0	3.0	50.0
CYLC2	Missense_Mutation	3.0	2.0	60.0
NCKAP1	Missense_Mutation	1.0	4.0	20.0
FAM120A	Silent	2.0	3.0	40.0
PLK2	Missense_Mutation	2.0	3.0	40.0
PKHD1	Silent	8.0	8.0	50.0
PIK3R1	Frame_Shift_Del	4.0	1.0	80.0
SACS	Missense_Mutation	6.0	12.0	33.33333333333333
XIRP1	Silent	2.0	3.0	40.0
MICAL2	Missense_Mutation	4.0	3.0	57.14285714285714
ZFP64	Silent	2.0	3.0	40.0
TGFBI	Missense_Mutation	1.0	5.0	16.666666666666664
MEGF8	Missense_Mutation	2.0	4.0	33.33333333333333
CR1	Silent	3.0	2.0	60.0
POLR2A	Missense_Mutation	2.0	6.0	25.0
LAMA5	Missense_Mutation	4.0	12.0	25.0
PKHD1L1	Silent	1.0	7.0	12.5
PROKR1	Missense_Mutation	0.0	5.0	0.0
CEP350	Silent	3.0	4.0	42.857142857142854
HTR3A	Missense_Mutation	5.0	5.0	50.0
ABCA3	Missense_Mutation	1.0	5.0	16.666666666666664
MYH10	Missense_Mutation	0.0	7.0	0.0
CD1E	Missense_Mutation	2.0	3.0	40.0
SYNJ2	Silent	2.0	3.0	40.0
PREX1	Missense_Mutation	2.0	7.0	22.22222222222222
POM121	Missense_Mutation	4.0	3.0	57.14285714285714
TUBGCP6	Silent	2.0	3.0	40.0
CDX4	Silent	1.0	4.0	20.0
CACNA1D	Missense_Mutation	7.0	5.0	58.333333333333336
CREBZF	In_Frame_Del	2.0	5.0	28.57142857142857
NOL6	Missense_Mutation	1.0	7.0	12.5
RBM28	Missense_Mutation	2.0	3.0	40.0
KDM2B	Missense_Mutation	2.0	4.0	33.33333333333333
AK9	Missense_Mutation	3.0	2.0	60.0
WNK3	Missense_Mutation	1.0	7.0	12.5
PMS2P3	RNA	0.0	6.0	0.0
TPTE	Splice_Site	2.0	7.0	22.22222222222222
NLRP1	Missense_Mutation	1.0	9.0	10.0
FBLN2	Missense_Mutation	4.0	6.0	40.0
COBL	Missense_Mutation	1.0	6.0	14.285714285714285
KEL	Missense_Mutation	13.0	7.0	65.0
GANC	Missense_Mutation	0.0	5.0	0.0
OR8J3	Missense_Mutation	3.0	3.0	50.0
BPTF	Missense_Mutation	1.0	5.0	16.666666666666664
GFRAL	Missense_Mutation	2.0	4.0	33.33333333333333
SBNO1	Missense_Mutation	2.0	3.0	40.0
ZNFX1	Missense_Mutation	1.0	6.0	14.285714285714285
MLL2	Missense_Mutation	7.0	3.0	70.0
KIF26A	Missense_Mutation	3.0	3.0	50.0
MCM7	Silent	3.0	2.0	60.0
UGGT2	Missense_Mutation	3.0	2.0	60.0
VPS13B	Silent	2.0	4.0	33.33333333333333
XIRP1	Missense_Mutation	2.0	5.0	28.57142857142857
THRAP3	Missense_Mutation	1.0	4.0	20.0
COBL	Silent	5.0	4.0	55.55555555555556
ALPK2	Silent	3.0	3.0	50.0
APOB	Nonsense_Mutation	3.0	2.0	60.0
SON	Missense_Mutation	2.0	5.0	28.57142857142857
MAP2	Missense_Mutation	1.0	7.0	12.5
ZNF91	Missense_Mutation	8.0	5.0	61.53846153846154
MYH6	Missense_Mutation	4.0	3.0	57.14285714285714
MAGEB4	Missense_Mutation	2.0	3.0	40.0
MAP1B	Silent	1.0	4.0	20.0
SLC12A7	Missense_Mutation	2.0	4.0	33.33333333333333
SEMG2	Missense_Mutation	11.0	2.0	84.61538461538461
EGF	Silent	5.0	0.0	100.0
ABCA9	Missense_Mutation	3.0	4.0	42.857142857142854
TP53	Splice_Site	10.0	16.0	38.46153846153847
TNR	Missense_Mutation	0.0	5.0	0.0
TULP4	Missense_Mutation	2.0	4.0	33.33333333333333
TCF12	Frame_Shift_Del	3.0	6.0	33.33333333333333
NCAPD2	Missense_Mutation	0.0	5.0	0.0
TUBBP5	RNA	3.0	13.0	18.75
LTBP1	Missense_Mutation	0.0	6.0	0.0
AQP7	Missense_Mutation	4.0	9.0	30.76923076923077
MESP2	In_Frame_Del	3.0	5.0	37.5
EHD4	Silent	5.0	0.0	100.0
ESPNP	Missense_Mutation	4.0	1.0	80.0
MYH15	Missense_Mutation	5.0	3.0	62.5
DNAH8	Silent	6.0	4.0	60.0
DNAJC13	Missense_Mutation	1.0	4.0	20.0
ZNF28	Missense_Mutation	6.0	2.0	75.0
DYNC1I1	Missense_Mutation	3.0	5.0	37.5
KIAA1462	Missense_Mutation	5.0	3.0	62.5
DNAH9	Missense_Mutation	11.0	14.0	44.0
MDGA2	Missense_Mutation	4.0	4.0	50.0
RP13-329D4.3	RNA	2.0	6.0	25.0
PADI3	Missense_Mutation	3.0	4.0	42.857142857142854
KRTAP4-11	Silent	4.0	7.0	36.36363636363637
IGHA1	RNA	2.0	3.0	40.0
ZZZ3	Missense_Mutation	0.0	6.0	0.0
RHAG	Missense_Mutation	1.0	5.0	16.666666666666664
BDP1	Missense_Mutation	2.0	4.0	33.33333333333333
MAN2B1	Missense_Mutation	3.0	4.0	42.857142857142854
TRPC6	Missense_Mutation	3.0	3.0	50.0
LPHN3	Missense_Mutation	3.0	4.0	42.857142857142854
MUC21	Missense_Mutation	1.0	5.0	16.666666666666664
SCN5A	Missense_Mutation	7.0	5.0	58.333333333333336
MYH1	Missense_Mutation	8.0	9.0	47.05882352941176
PRDM7	Missense_Mutation	2.0	4.0	33.33333333333333
CTIF	Missense_Mutation	2.0	3.0	40.0
UPF3A	Silent	2.0	4.0	33.33333333333333
KCNH1	Missense_Mutation	4.0	1.0	80.0
CHAF1A	Missense_Mutation	2.0	5.0	28.57142857142857
CELSR2	Silent	2.0	3.0	40.0
CFH	Missense_Mutation	9.0	5.0	64.28571428571429
FEM1A	Missense_Mutation	1.0	4.0	20.0
GPR125	Missense_Mutation	2.0	3.0	40.0
ZMYM3	Missense_Mutation	1.0	8.0	11.11111111111111
DDX11	Silent	1.0	4.0	20.0
MTA2	Missense_Mutation	2.0	3.0	40.0
MCTP2	Missense_Mutation	1.0	7.0	12.5
ST5	Missense_Mutation	1.0	5.0	16.666666666666664
MYO3B	Missense_Mutation	1.0	5.0	16.666666666666664
MPP7	Missense_Mutation	2.0	3.0	40.0
PLAT	Missense_Mutation	2.0	3.0	40.0
SBF2	Missense_Mutation	0.0	5.0	0.0
LRP1B	Silent	2.0	7.0	22.22222222222222
GPR98	Missense_Mutation	16.0	17.0	48.484848484848484
TMEM132B	Missense_Mutation	4.0	6.0	40.0
OR5A1	Missense_Mutation	4.0	5.0	44.44444444444444
SCUBE1	Silent	2.0	3.0	40.0
GABRB1	Missense_Mutation	1.0	5.0	16.666666666666664
AGAP1	Missense_Mutation	0.0	5.0	0.0
ALPK3	Missense_Mutation	3.0	2.0	60.0
FREM1	Missense_Mutation	3.0	7.0	30.0
PDZD2	Missense_Mutation	3.0	6.0	33.33333333333333
POU5F2	Missense_Mutation	1.0	4.0	20.0
