gene	Mutation Type	dead	alive	percentage
POU4F2	In_Frame_Ins	5.0	2.0	71.42857142857143
LAMA1	Silent	7.0	4.0	63.63636363636363
RGPD8	Missense_Mutation	5.0	4.0	55.55555555555556
ZNF99	Missense_Mutation	9.0	6.0	60.0
DDX43	Missense_Mutation	1.0	5.0	16.666666666666664
OR5D18	Missense_Mutation	4.0	5.0	44.44444444444444
PCDHA11	Missense_Mutation	1.0	5.0	16.666666666666664
ABLIM3	Missense_Mutation	7.0	3.0	70.0
NIPBL	Nonsense_Mutation	1.0	4.0	20.0
SORCS2	Missense_Mutation	3.0	2.0	60.0
EGF	Missense_Mutation	3.0	6.0	33.33333333333333
BCL11A	Missense_Mutation	6.0	4.0	60.0
POLQ	Missense_Mutation	5.0	4.0	55.55555555555556
MECOM	Missense_Mutation	5.0	6.0	45.45454545454545
NINL	Missense_Mutation	1.0	6.0	14.285714285714285
ITGB4	Missense_Mutation	3.0	3.0	50.0
BOD1L1	Missense_Mutation	5.0	6.0	45.45454545454545
ANKRD30B	Missense_Mutation	5.0	2.0	71.42857142857143
RNF128	Missense_Mutation	3.0	2.0	60.0
VWF	Missense_Mutation	9.0	5.0	64.28571428571429
ZNF407	Missense_Mutation	6.0	1.0	85.71428571428571
PCNXL2	Silent	2.0	4.0	33.33333333333333
DIP2C	Missense_Mutation	4.0	3.0	57.14285714285714
TP53	In_Frame_Del	2.0	8.0	20.0
RELN	Silent	9.0	5.0	64.28571428571429
CROCC	Missense_Mutation	4.0	3.0	57.14285714285714
POLR3A	Missense_Mutation	0.0	6.0	0.0
ABCC10	Silent	3.0	2.0	60.0
RAG1	Missense_Mutation	3.0	4.0	42.857142857142854
FGD5	Silent	7.0	2.0	77.77777777777779
CLTC	Missense_Mutation	4.0	2.0	66.66666666666666
OSBP2	Missense_Mutation	2.0	3.0	40.0
EPHB6	Missense_Mutation	8.0	0.0	100.0
CEP97	Missense_Mutation	3.0	4.0	42.857142857142854
NOS1	Missense_Mutation	6.0	5.0	54.54545454545454
C3	Missense_Mutation	5.0	10.0	33.33333333333333
ADAMDEC1	Missense_Mutation	1.0	4.0	20.0
ZBED4	Missense_Mutation	2.0	6.0	25.0
MAST3	Missense_Mutation	2.0	3.0	40.0
NLRP13	Missense_Mutation	2.0	5.0	28.57142857142857
KCNU1	Missense_Mutation	6.0	3.0	66.66666666666666
GBA3	RNA	0.0	6.0	0.0
UGT1A1	Silent	6.0	1.0	85.71428571428571
PRAMEF11	Silent	1.0	7.0	12.5
PTEN	Frame_Shift_Del	16.0	0.0	100.0
MIR3648	RNA	1.0	7.0	12.5
SZT2	Missense_Mutation	5.0	7.0	41.66666666666667
FOXP2	Silent	4.0	7.0	36.36363636363637
NCOA7	Missense_Mutation	0.0	6.0	0.0
TAF1	Silent	4.0	1.0	80.0
PCSK6	Missense_Mutation	6.0	0.0	100.0
RP11-178C3.2	RNA	2.0	8.0	20.0
PLCL1	Missense_Mutation	3.0	5.0	37.5
SDK1	Silent	3.0	5.0	37.5
RBP3	Missense_Mutation	1.0	5.0	16.666666666666664
PCDHGC5	Silent	13.0	3.0	81.25
ASXL3	Missense_Mutation	1.0	5.0	16.666666666666664
RGAG1	Missense_Mutation	6.0	6.0	50.0
RGS12	Missense_Mutation	4.0	5.0	44.44444444444444
DOCK5	Silent	5.0	1.0	83.33333333333334
VIT	Missense_Mutation	4.0	2.0	66.66666666666666
FSTL5	Missense_Mutation	2.0	4.0	33.33333333333333
PPEF2	Missense_Mutation	4.0	3.0	57.14285714285714
NUDT11	Translation_Start_Site	3.0	8.0	27.27272727272727
HOOK1	Missense_Mutation	3.0	3.0	50.0
FAM66D	RNA	0.0	10.0	0.0
UNC45B	Missense_Mutation	3.0	3.0	50.0
GRIN3A	Missense_Mutation	3.0	2.0	60.0
TMPRSS9	Missense_Mutation	1.0	4.0	20.0
ABCC8	Missense_Mutation	1.0	5.0	16.666666666666664
ADAMTS17	Silent	3.0	2.0	60.0
SLFN11	Missense_Mutation	1.0	4.0	20.0
SPANXD	Missense_Mutation	0.0	5.0	0.0
ADCY5	Missense_Mutation	5.0	1.0	83.33333333333334
ARHGEF16	Missense_Mutation	5.0	0.0	100.0
SH3TC1	Missense_Mutation	3.0	2.0	60.0
SIRPB1	Missense_Mutation	3.0	3.0	50.0
RET	Missense_Mutation	5.0	5.0	50.0
ZNF142	Missense_Mutation	1.0	6.0	14.285714285714285
ADCY9	Missense_Mutation	3.0	6.0	33.33333333333333
ZNF366	Missense_Mutation	2.0	5.0	28.57142857142857
DNAH9	Silent	1.0	5.0	16.666666666666664
OR4F6	Missense_Mutation	3.0	2.0	60.0
MYT1L	Missense_Mutation	2.0	4.0	33.33333333333333
DDC	Missense_Mutation	4.0	2.0	66.66666666666666
OFD1	Missense_Mutation	3.0	2.0	60.0
TEP1	Silent	3.0	3.0	50.0
CHAT	Missense_Mutation	2.0	5.0	28.57142857142857
FILIP1	Missense_Mutation	4.0	4.0	50.0
CCDC150	Missense_Mutation	1.0	4.0	20.0
PDZD4	Missense_Mutation	3.0	2.0	60.0
SLIT3	Missense_Mutation	8.0	3.0	72.72727272727273
PBX2P1	RNA	0.0	5.0	0.0
MPRIP	Missense_Mutation	1.0	4.0	20.0
DLG5	Missense_Mutation	2.0	5.0	28.57142857142857
GSPT2	Missense_Mutation	2.0	4.0	33.33333333333333
GAS2L2	Missense_Mutation	3.0	6.0	33.33333333333333
HEATR5A	Missense_Mutation	4.0	1.0	80.0
MAPK7	Missense_Mutation	1.0	4.0	20.0
NOX4	Missense_Mutation	3.0	2.0	60.0
PCDH12	Missense_Mutation	2.0	3.0	40.0
SIGLEC1	Missense_Mutation	2.0	4.0	33.33333333333333
ZNF876P	RNA	1.0	4.0	20.0
TPTE	Silent	1.0	6.0	14.285714285714285
SOS1	Missense_Mutation	1.0	5.0	16.666666666666664
KCNA4	Missense_Mutation	3.0	3.0	50.0
ITPR3	Missense_Mutation	4.0	13.0	23.52941176470588
CSMD3	Missense_Mutation	8.0	12.0	40.0
SALL4	Silent	2.0	4.0	33.33333333333333
FSCB	Missense_Mutation	3.0	2.0	60.0
CTNND2	Missense_Mutation	4.0	2.0	66.66666666666666
DMXL1	Missense_Mutation	3.0	7.0	30.0
PTER	Missense_Mutation	0.0	5.0	0.0
CNTN4	Silent	1.0	4.0	20.0
ADAMTS9	Missense_Mutation	2.0	6.0	25.0
LRP1	Missense_Mutation	9.0	17.0	34.61538461538461
SRRT	Missense_Mutation	3.0	4.0	42.857142857142854
RBM19	Missense_Mutation	5.0	3.0	62.5
DIAPH1	Missense_Mutation	0.0	5.0	0.0
DAXX	Missense_Mutation	3.0	2.0	60.0
PRDM9	Missense_Mutation	9.0	8.0	52.94117647058824
SERPINB12	Missense_Mutation	1.0	5.0	16.666666666666664
SCN11A	Missense_Mutation	2.0	5.0	28.57142857142857
KIAA1377	Missense_Mutation	3.0	5.0	37.5
MYLK	Silent	3.0	3.0	50.0
ABCC4	Missense_Mutation	3.0	5.0	37.5
DCHS2	Silent	8.0	8.0	50.0
CASP1	Missense_Mutation	3.0	5.0	37.5
DHX30	Missense_Mutation	4.0	4.0	50.0
HCK	Missense_Mutation	3.0	2.0	60.0
ZZEF1	Missense_Mutation	1.0	6.0	14.285714285714285
GCK	Missense_Mutation	3.0	2.0	60.0
CABIN1	Missense_Mutation	7.0	4.0	63.63636363636363
EGFLAM	Missense_Mutation	2.0	3.0	40.0
LRP5	Missense_Mutation	1.0	7.0	12.5
HEY2	Missense_Mutation	1.0	4.0	20.0
ZAN	RNA	11.0	19.0	36.666666666666664
ROBO1	Missense_Mutation	1.0	4.0	20.0
RBM12B	Missense_Mutation	12.0	3.0	80.0
RIMBP2	Silent	5.0	2.0	71.42857142857143
SCN10A	Silent	5.0	3.0	62.5
SLC4A7	Missense_Mutation	4.0	2.0	66.66666666666666
PKD1L2	RNA	1.0	12.0	7.6923076923076925
MX2	Missense_Mutation	4.0	3.0	57.14285714285714
HEATR6	Missense_Mutation	1.0	4.0	20.0
ARFGEF1	Missense_Mutation	2.0	3.0	40.0
SNTG2	Missense_Mutation	3.0	3.0	50.0
IRAK3	Missense_Mutation	0.0	7.0	0.0
DCAF12L2	Missense_Mutation	9.0	8.0	52.94117647058824
TRPM1	Missense_Mutation	3.0	7.0	30.0
PTPRC	Missense_Mutation	4.0	5.0	44.44444444444444
LGI2	Missense_Mutation	1.0	7.0	12.5
GRIK1	Missense_Mutation	2.0	3.0	40.0
CYP11B1	Silent	0.0	5.0	0.0
NOX3	Missense_Mutation	3.0	2.0	60.0
SLCO6A1	Missense_Mutation	4.0	6.0	40.0
LAMA3	Silent	3.0	2.0	60.0
ZNF560	Missense_Mutation	1.0	6.0	14.285714285714285
ERN2	Missense_Mutation	2.0	3.0	40.0
OR51G1	Missense_Mutation	5.0	0.0	100.0
WHAMMP3	RNA	2.0	4.0	33.33333333333333
JAK2	Missense_Mutation	2.0	3.0	40.0
AGL	Missense_Mutation	2.0	4.0	33.33333333333333
ABCA6	Missense_Mutation	5.0	3.0	62.5
ZNF425	Missense_Mutation	2.0	4.0	33.33333333333333
EPRS	Missense_Mutation	3.0	3.0	50.0
ATP8A2	Silent	3.0	2.0	60.0
RANBP2	Missense_Mutation	3.0	11.0	21.428571428571427
BTN2A3P	RNA	1.0	16.0	5.88235294117647
F13B	Missense_Mutation	1.0	4.0	20.0
KRT25	Silent	0.0	6.0	0.0
MLLT4	Missense_Mutation	2.0	8.0	20.0
MAMLD1	Missense_Mutation	1.0	5.0	16.666666666666664
NETO1	Missense_Mutation	3.0	2.0	60.0
FOXA1	Silent	5.0	0.0	100.0
PLCE1	Missense_Mutation	1.0	7.0	12.5
MAD1L1	Silent	4.0	1.0	80.0
FLT4	Missense_Mutation	3.0	4.0	42.857142857142854
SLC26A3	Missense_Mutation	5.0	5.0	50.0
PRB2	In_Frame_Del	6.0	1.0	85.71428571428571
MST1P9	Missense_Mutation	6.0	2.0	75.0
PTPRS	Missense_Mutation	3.0	3.0	50.0
GOLGA3	Missense_Mutation	3.0	4.0	42.857142857142854
PPIP5K2	Missense_Mutation	2.0	4.0	33.33333333333333
PCDHB4	Missense_Mutation	4.0	4.0	50.0
VRTN	Missense_Mutation	3.0	3.0	50.0
RTTN	Missense_Mutation	3.0	3.0	50.0
PHF3	Missense_Mutation	4.0	3.0	57.14285714285714
ERC2	Missense_Mutation	3.0	2.0	60.0
PRKDC	Missense_Mutation	1.0	10.0	9.090909090909092
CACNA1G	Missense_Mutation	0.0	7.0	0.0
KIF1B	Missense_Mutation	6.0	1.0	85.71428571428571
AHNAK	Silent	3.0	10.0	23.076923076923077
MCM3AP	Missense_Mutation	2.0	3.0	40.0
KIF4A	Missense_Mutation	3.0	2.0	60.0
NRXN3	Missense_Mutation	1.0	5.0	16.666666666666664
ARMC3	Missense_Mutation	5.0	2.0	71.42857142857143
FAM46C	Missense_Mutation	5.0	0.0	100.0
SLC34A1	Missense_Mutation	1.0	4.0	20.0
UGT1A1	Missense_Mutation	8.0	1.0	88.88888888888889
AMOT	Missense_Mutation	1.0	4.0	20.0
IQSEC3	Missense_Mutation	2.0	3.0	40.0
USP31	Missense_Mutation	1.0	4.0	20.0
ZNF266	Missense_Mutation	0.0	5.0	0.0
KPRP	Missense_Mutation	7.0	4.0	63.63636363636363
SDK1	Missense_Mutation	9.0	6.0	60.0
INTU	Missense_Mutation	2.0	4.0	33.33333333333333
AR	Missense_Mutation	3.0	4.0	42.857142857142854
ATP11C	Missense_Mutation	4.0	4.0	50.0
PCDHB16	Missense_Mutation	1.0	4.0	20.0
CDYL2	Missense_Mutation	4.0	1.0	80.0
ATP4A	Missense_Mutation	2.0	3.0	40.0
CASC5	Missense_Mutation	3.0	4.0	42.857142857142854
PLA2G4A	Missense_Mutation	3.0	4.0	42.857142857142854
DAPK1	Missense_Mutation	2.0	3.0	40.0
PKD1	Silent	4.0	4.0	50.0
COL17A1	Missense_Mutation	2.0	3.0	40.0
RRN3P1	Silent	4.0	2.0	66.66666666666666
CDH8	Missense_Mutation	0.0	5.0	0.0
MARS	Missense_Mutation	1.0	5.0	16.666666666666664
MBD5	Missense_Mutation	2.0	3.0	40.0
DOCK4	Missense_Mutation	3.0	5.0	37.5
XKR9	Missense_Mutation	2.0	3.0	40.0
NOTCH1	Frame_Shift_Del	4.0	3.0	57.14285714285714
SMC1A	Missense_Mutation	6.0	5.0	54.54545454545454
FBXO24	Silent	2.0	3.0	40.0
MACC1	Missense_Mutation	5.0	1.0	83.33333333333334
PCNT	Missense_Mutation	3.0	5.0	37.5
ZNF860	Missense_Mutation	3.0	8.0	27.27272727272727
ADAMTS16	Missense_Mutation	6.0	4.0	60.0
FANCM	Missense_Mutation	6.0	4.0	60.0
AKAP9	Missense_Mutation	2.0	5.0	28.57142857142857
HDX	Missense_Mutation	0.0	5.0	0.0
AIM1	Missense_Mutation	4.0	4.0	50.0
PARP12	Missense_Mutation	3.0	3.0	50.0
PIK3CA	In_Frame_Del	3.0	7.0	30.0
USP20	Missense_Mutation	3.0	4.0	42.857142857142854
CYP11A1	Missense_Mutation	3.0	2.0	60.0
IPO9	Missense_Mutation	1.0	5.0	16.666666666666664
BNC2	Missense_Mutation	5.0	0.0	100.0
OTUD4	Missense_Mutation	2.0	11.0	15.384615384615385
SLC44A5	Missense_Mutation	2.0	3.0	40.0
CALD1	Missense_Mutation	3.0	2.0	60.0
FAM71B	Missense_Mutation	6.0	4.0	60.0
NPTX2	Silent	6.0	2.0	75.0
SSPO	RNA	5.0	26.0	16.129032258064516
NRG1	Missense_Mutation	3.0	2.0	60.0
C12orf63	Missense_Mutation	4.0	4.0	50.0
WDR96	Silent	1.0	4.0	20.0
C17orf70	Missense_Mutation	1.0	4.0	20.0
UNC79	Missense_Mutation	6.0	4.0	60.0
CCNB3	Silent	0.0	5.0	0.0
EPX	Missense_Mutation	1.0	6.0	14.285714285714285
TUBGCP6	Missense_Mutation	2.0	3.0	40.0
ANGPT4	Missense_Mutation	4.0	2.0	66.66666666666666
GRIN2D	Missense_Mutation	1.0	4.0	20.0
DMXL2	Missense_Mutation	2.0	4.0	33.33333333333333
ALMS1	Missense_Mutation	4.0	9.0	30.76923076923077
LRP3	Silent	6.0	0.0	100.0
PGBD2	Missense_Mutation	3.0	2.0	60.0
FRAS1	Silent	3.0	10.0	23.076923076923077
DLG4	Missense_Mutation	1.0	5.0	16.666666666666664
PKD1L2	Missense_Mutation	4.0	6.0	40.0
SYMPK	Missense_Mutation	2.0	4.0	33.33333333333333
KLK6	Missense_Mutation	4.0	1.0	80.0
KRT27	Silent	2.0	3.0	40.0
DDX60	Missense_Mutation	1.0	5.0	16.666666666666664
ANO9	Missense_Mutation	5.0	3.0	62.5
SLIT2	Missense_Mutation	4.0	3.0	57.14285714285714
GJA8	Silent	3.0	2.0	60.0
TAS2R16	Missense_Mutation	2.0	3.0	40.0
NUP153	Missense_Mutation	2.0	5.0	28.57142857142857
PIGO	Missense_Mutation	1.0	4.0	20.0
TP53	Frame_Shift_Ins	1.0	6.0	14.285714285714285
FCGBP	Silent	4.0	6.0	40.0
PDE6B	Missense_Mutation	4.0	1.0	80.0
ENOX2	Missense_Mutation	3.0	2.0	60.0
GIMAP8	Missense_Mutation	2.0	3.0	40.0
FAM129B	Missense_Mutation	2.0	3.0	40.0
AMY2B	Missense_Mutation	1.0	4.0	20.0
TRIP12	Missense_Mutation	0.0	7.0	0.0
EGFR	Missense_Mutation	98.0	35.0	73.68421052631578
PHC3	Silent	0.0	5.0	0.0
CTC-260E6.6	RNA	1.0	6.0	14.285714285714285
USP26	Missense_Mutation	1.0	5.0	16.666666666666664
HSPG2	Silent	0.0	5.0	0.0
ACSM4	Missense_Mutation	5.0	1.0	83.33333333333334
ACTRT1	Missense_Mutation	2.0	3.0	40.0
SIRPA	Missense_Mutation	3.0	3.0	50.0
CLCNKA	Missense_Mutation	4.0	2.0	66.66666666666666
ZBTB20	Missense_Mutation	4.0	12.0	25.0
DRD5	Missense_Mutation	9.0	3.0	75.0
TBC1D3P2	RNA	2.0	12.0	14.285714285714285
PIK3C2G	Missense_Mutation	8.0	1.0	88.88888888888889
PUM1	Missense_Mutation	4.0	2.0	66.66666666666666
TACC2	Silent	4.0	2.0	66.66666666666666
DNAH7	Silent	1.0	4.0	20.0
IRF1	Missense_Mutation	0.0	5.0	0.0
KDR	Missense_Mutation	7.0	4.0	63.63636363636363
ZC3H12B	Missense_Mutation	2.0	4.0	33.33333333333333
NDST4	Missense_Mutation	5.0	2.0	71.42857142857143
LRRIQ1	Silent	1.0	8.0	11.11111111111111
ANKRD20A11P	RNA	4.0	7.0	36.36363636363637
MAGEA6	Missense_Mutation	3.0	3.0	50.0
AQP10	Missense_Mutation	3.0	2.0	60.0
GRID2	Missense_Mutation	2.0	3.0	40.0
SPTLC3	Missense_Mutation	2.0	3.0	40.0
MRGPRX3	Missense_Mutation	1.0	4.0	20.0
NOL8	Missense_Mutation	1.0	4.0	20.0
KRT84	Missense_Mutation	2.0	3.0	40.0
KDELC2	Missense_Mutation	2.0	3.0	40.0
JAG2	Silent	4.0	3.0	57.14285714285714
PLXNB3	Missense_Mutation	3.0	5.0	37.5
SMARCA2	Missense_Mutation	4.0	1.0	80.0
FUBP1	Frame_Shift_Del	1.0	16.0	5.88235294117647
ATRX	Missense_Mutation	10.0	27.0	27.027027027027028
CACNA1E	Frame_Shift_Del	4.0	2.0	66.66666666666666
MAST4	Silent	3.0	2.0	60.0
UNC45A	Missense_Mutation	2.0	3.0	40.0
CCDC85A	Missense_Mutation	2.0	4.0	33.33333333333333
RTN4RL1	Missense_Mutation	0.0	5.0	0.0
LINC00969	RNA	11.0	17.0	39.285714285714285
CNTNAP5	Missense_Mutation	5.0	0.0	100.0
NCOR1P1	RNA	1.0	4.0	20.0
ABCB7	Missense_Mutation	2.0	3.0	40.0
MYO5B	Missense_Mutation	2.0	4.0	33.33333333333333
TVP23C	Splice_Site	2.0	7.0	22.22222222222222
NRK	Missense_Mutation	2.0	5.0	28.57142857142857
ZNF280C	Missense_Mutation	2.0	4.0	33.33333333333333
SNX29P2	RNA	2.0	4.0	33.33333333333333
MYH4	Missense_Mutation	10.0	9.0	52.63157894736842
TEP1	Missense_Mutation	2.0	10.0	16.666666666666664
SLC35F3	Missense_Mutation	3.0	2.0	60.0
ROBO2	Missense_Mutation	3.0	8.0	27.27272727272727
DPY19L2P2	RNA	2.0	5.0	28.57142857142857
FLG2	Missense_Mutation	12.0	9.0	57.14285714285714
TFAP2B	Missense_Mutation	0.0	5.0	0.0
KRT15	Missense_Mutation	3.0	5.0	37.5
FBN1	Missense_Mutation	4.0	5.0	44.44444444444444
FAM171A1	Missense_Mutation	3.0	3.0	50.0
ZNF804A	Missense_Mutation	1.0	5.0	16.666666666666664
RNF43	Missense_Mutation	2.0	3.0	40.0
HSD17B7P2	Missense_Mutation	11.0	7.0	61.111111111111114
NAB2	Silent	1.0	4.0	20.0
CIT	Missense_Mutation	2.0	3.0	40.0
USH2A	Missense_Mutation	16.0	17.0	48.484848484848484
OR9G1	Missense_Mutation	2.0	3.0	40.0
SEMA7A	Missense_Mutation	1.0	4.0	20.0
TBC1D2	Missense_Mutation	4.0	5.0	44.44444444444444
DNAH1	Missense_Mutation	4.0	9.0	30.76923076923077
FMNL3	Missense_Mutation	1.0	4.0	20.0
IRS4	Frame_Shift_Ins	1.0	4.0	20.0
ANKRD36	Missense_Mutation	8.0	5.0	61.53846153846154
ALPP	Missense_Mutation	4.0	2.0	66.66666666666666
AHNAK2	Silent	8.0	11.0	42.10526315789473
FGA	Missense_Mutation	5.0	7.0	41.66666666666667
CXorf22	Missense_Mutation	5.0	8.0	38.46153846153847
SCN7A	Missense_Mutation	6.0	3.0	66.66666666666666
ATP13A3	Missense_Mutation	1.0	4.0	20.0
PDE4DIP	Missense_Mutation	5.0	7.0	41.66666666666667
UBN2	Missense_Mutation	2.0	5.0	28.57142857142857
NF1	Frame_Shift_Del	15.0	10.0	60.0
CYP2C19	Missense_Mutation	4.0	1.0	80.0
LAMA3	Missense_Mutation	4.0	8.0	33.33333333333333
PLXNA4	Silent	5.0	6.0	45.45454545454545
IBTK	Missense_Mutation	1.0	5.0	16.666666666666664
ADAMTSL1	Missense_Mutation	3.0	6.0	33.33333333333333
GPR50	Missense_Mutation	3.0	2.0	60.0
DNAH2	Silent	2.0	4.0	33.33333333333333
SLC4A1	Missense_Mutation	4.0	4.0	50.0
CDC27	Frame_Shift_Del	10.0	8.0	55.55555555555556
TRIM58	Missense_Mutation	4.0	5.0	44.44444444444444
TRANK1	Missense_Mutation	3.0	6.0	33.33333333333333
EPHA5	Missense_Mutation	5.0	3.0	62.5
LAMB4	Missense_Mutation	2.0	7.0	22.22222222222222
KRAS	Missense_Mutation	1.0	4.0	20.0
FUBP1	Frame_Shift_Ins	0.0	7.0	0.0
MED13	Missense_Mutation	5.0	1.0	83.33333333333334
LRRC4B	Missense_Mutation	2.0	3.0	40.0
EMR2	Missense_Mutation	3.0	3.0	50.0
ZNF71	Missense_Mutation	2.0	3.0	40.0
ZFP42	Missense_Mutation	4.0	3.0	57.14285714285714
OR10C1	Missense_Mutation	3.0	2.0	60.0
PCDHAC2	Silent	29.0	9.0	76.31578947368422
ACACB	Missense_Mutation	8.0	9.0	47.05882352941176
KDM5C	Missense_Mutation	1.0	6.0	14.285714285714285
UGT2B11	Missense_Mutation	3.0	2.0	60.0
SERINC2	Missense_Mutation	2.0	3.0	40.0
RP11-556I14.1	RNA	3.0	2.0	60.0
ZNF208	Missense_Mutation	7.0	3.0	70.0
HACE1	Missense_Mutation	2.0	3.0	40.0
IGHD	RNA	3.0	2.0	60.0
ZNF608	Missense_Mutation	2.0	7.0	22.22222222222222
TAF1L	Silent	4.0	1.0	80.0
EIF3A	Missense_Mutation	0.0	6.0	0.0
UBC	Silent	2.0	3.0	40.0
DIP2A	Silent	1.0	5.0	16.666666666666664
UGT2A1	Missense_Mutation	4.0	5.0	44.44444444444444
CYP4F22	Missense_Mutation	3.0	3.0	50.0
BCL9	Missense_Mutation	2.0	4.0	33.33333333333333
ABCA13	Missense_Mutation	4.0	16.0	20.0
DSG4	Missense_Mutation	4.0	2.0	66.66666666666666
MOGS	Missense_Mutation	0.0	5.0	0.0
LRRCC1	Missense_Mutation	2.0	3.0	40.0
BRCA1	Missense_Mutation	4.0	2.0	66.66666666666666
CASR	Missense_Mutation	2.0	4.0	33.33333333333333
RGPD3	Silent	5.0	4.0	55.55555555555556
APOBEC3F	Missense_Mutation	1.0	4.0	20.0
SND1	Missense_Mutation	1.0	4.0	20.0
YLPM1	Missense_Mutation	5.0	1.0	83.33333333333334
FLNA	Missense_Mutation	5.0	12.0	29.411764705882355
UGT3A1	Missense_Mutation	1.0	4.0	20.0
ANK3	Missense_Mutation	1.0	12.0	7.6923076923076925
NPC1	Missense_Mutation	2.0	3.0	40.0
NTSR1	Missense_Mutation	3.0	2.0	60.0
PDHA1	Missense_Mutation	3.0	2.0	60.0
DMD	Missense_Mutation	10.0	10.0	50.0
SEL1L	Missense_Mutation	3.0	3.0	50.0
TRIM29	Missense_Mutation	2.0	3.0	40.0
DNMT3A	Missense_Mutation	0.0	9.0	0.0
PPP1R26	Silent	0.0	6.0	0.0
WDR72	Missense_Mutation	4.0	2.0	66.66666666666666
MTMR1	Missense_Mutation	3.0	4.0	42.857142857142854
ADAMTSL1	Silent	3.0	6.0	33.33333333333333
CLEC14A	Missense_Mutation	5.0	1.0	83.33333333333334
PDGFRA	Missense_Mutation	22.0	4.0	84.61538461538461
MGA	Missense_Mutation	3.0	6.0	33.33333333333333
COL1A1	Silent	4.0	2.0	66.66666666666666
ITGAX	Missense_Mutation	5.0	2.0	71.42857142857143
PCDHGA1	Missense_Mutation	0.0	7.0	0.0
CYP4F11	Missense_Mutation	2.0	3.0	40.0
NAA25	Missense_Mutation	2.0	3.0	40.0
SPOCD1	Missense_Mutation	1.0	4.0	20.0
EIF4G1	Missense_Mutation	1.0	4.0	20.0
C17orf47	Missense_Mutation	2.0	5.0	28.57142857142857
MATK	Missense_Mutation	4.0	3.0	57.14285714285714
TRIM41	Missense_Mutation	0.0	5.0	0.0
PKHD1	Missense_Mutation	20.0	11.0	64.51612903225806
MYO1B	Missense_Mutation	6.0	2.0	75.0
COL4A5	Missense_Mutation	5.0	7.0	41.66666666666667
KIF17	Silent	4.0	2.0	66.66666666666666
DICER1	Missense_Mutation	3.0	2.0	60.0
TRIML2	Missense_Mutation	3.0	2.0	60.0
ARHGAP5	Missense_Mutation	4.0	1.0	80.0
MKI67	Missense_Mutation	6.0	12.0	33.33333333333333
POTEM	Missense_Mutation	2.0	3.0	40.0
ADAM28	Missense_Mutation	4.0	3.0	57.14285714285714
NLRP7	Silent	3.0	2.0	60.0
OR4S2	Missense_Mutation	4.0	3.0	57.14285714285714
NLRP4	Missense_Mutation	6.0	4.0	60.0
PCDHA2	Missense_Mutation	3.0	7.0	30.0
ZNF733P	RNA	2.0	20.0	9.090909090909092
DLC1	Silent	3.0	3.0	50.0
WASH3P	Missense_Mutation	9.0	3.0	75.0
FOXA1	Missense_Mutation	6.0	1.0	85.71428571428571
MTUS2	Missense_Mutation	6.0	4.0	60.0
SORCS1	Missense_Mutation	2.0	3.0	40.0
NOTCH3	Missense_Mutation	3.0	5.0	37.5
CD93	Missense_Mutation	3.0	5.0	37.5
ZNF292	Frame_Shift_Del	2.0	6.0	25.0
SAMD9L	Missense_Mutation	5.0	6.0	45.45454545454545
TUBB8P7	RNA	15.0	49.0	23.4375
TENM1	Silent	2.0	4.0	33.33333333333333
THBS2	Missense_Mutation	1.0	5.0	16.666666666666664
SRPR	Missense_Mutation	1.0	4.0	20.0
PA2G4	Missense_Mutation	2.0	3.0	40.0
MAPKBP1	Silent	2.0	3.0	40.0
GUCY2C	Missense_Mutation	3.0	2.0	60.0
WBP11P1	RNA	1.0	4.0	20.0
SNRNP200	Missense_Mutation	4.0	3.0	57.14285714285714
AC093642.5	RNA	3.0	3.0	50.0
KIF17	Missense_Mutation	3.0	2.0	60.0
SETDB1	Missense_Mutation	1.0	4.0	20.0
GALNT14	Missense_Mutation	2.0	5.0	28.57142857142857
SERPINB11	RNA	4.0	4.0	50.0
TRHDE	Missense_Mutation	4.0	5.0	44.44444444444444
KIT	Missense_Mutation	3.0	5.0	37.5
AARS	Missense_Mutation	2.0	3.0	40.0
UGT2B28	Missense_Mutation	4.0	3.0	57.14285714285714
DNM2	Missense_Mutation	2.0	3.0	40.0
RP11-417J8.6	RNA	15.0	28.0	34.883720930232556
GPR128	Missense_Mutation	2.0	6.0	25.0
PPIG	Missense_Mutation	3.0	4.0	42.857142857142854
SYNE1	Missense_Mutation	13.0	24.0	35.13513513513514
LA16c-23H5.4	RNA	2.0	5.0	28.57142857142857
TTN	Nonsense_Mutation	3.0	9.0	25.0
C7orf10	Missense_Mutation	3.0	2.0	60.0
DISP2	Missense_Mutation	2.0	5.0	28.57142857142857
COL19A1	Silent	2.0	3.0	40.0
SLTM	Missense_Mutation	4.0	2.0	66.66666666666666
PCDH7	Missense_Mutation	5.0	6.0	45.45454545454545
PNLIPRP2	RNA	3.0	5.0	37.5
TRBV5-4	RNA	0.0	7.0	0.0
PCNXL3	Missense_Mutation	3.0	2.0	60.0
BOD1L1	Silent	1.0	7.0	12.5
RALGAPA2	Missense_Mutation	4.0	3.0	57.14285714285714
FAN1	Missense_Mutation	1.0	4.0	20.0
COL14A1	Missense_Mutation	7.0	4.0	63.63636363636363
SEZ6L2	Missense_Mutation	3.0	3.0	50.0
CLCNKB	Silent	1.0	5.0	16.666666666666664
UPF1	Missense_Mutation	2.0	4.0	33.33333333333333
FRMD7	Missense_Mutation	6.0	3.0	66.66666666666666
